Time (s),White Line Pos,User Input,Actual Position,Margin of Error
49.49499,WLP,INPUT,0,Margin of Error
49.51476,WLP,INPUT,0,Margin of Error
49.53399,WLP,INPUT,0,Margin of Error
49.55538,WLP,INPUT,0,Margin of Error
49.57453,WLP,INPUT,0,Margin of Error
49.59438,WLP,INPUT,0,Margin of Error
49.61586,WLP,INPUT,0,Margin of Error
49.63454,WLP,INPUT,0,Margin of Error
49.65126,WLP,INPUT,0,Margin of Error
49.67469,WLP,INPUT,0,Margin of Error
49.6945,WLP,INPUT,0,Margin of Error
49.71488,WLP,INPUT,0,Margin of Error
49.73537,WLP,INPUT,0,Margin of Error
49.75539,WLP,INPUT,0,Margin of Error
49.7749,WLP,INPUT,0,Margin of Error
49.7945,WLP,INPUT,0,Margin of Error
49.81478,WLP,INPUT,0,Margin of Error
49.83526,WLP,INPUT,0,Margin of Error
49.8554,WLP,INPUT,0,Margin of Error
49.87492,WLP,INPUT,0,Margin of Error
49.89583,WLP,INPUT,0,Margin of Error
49.9152,WLP,INPUT,0,Margin of Error
49.93446,WLP,INPUT,0,Margin of Error
49.95483,WLP,INPUT,0,Margin of Error
49.97583,WLP,INPUT,0,Margin of Error
49.99575,WLP,INPUT,0,Margin of Error
50.01523,WLP,INPUT,0,Margin of Error
50.03572,WLP,INPUT,0,Margin of Error
50.05522,WLP,INPUT,0,Margin of Error
50.07524,WLP,INPUT,0,Margin of Error
50.09428,WLP,INPUT,0,Margin of Error
50.11439,WLP,INPUT,0,Margin of Error
50.13535,WLP,INPUT,0,Margin of Error
50.15474,WLP,INPUT,0,Margin of Error
50.17573,WLP,INPUT,0,Margin of Error
50.19437,WLP,INPUT,0,Margin of Error
50.21454,WLP,INPUT,0,Margin of Error
50.23477,WLP,INPUT,0,Margin of Error
50.25428,WLP,INPUT,0,Margin of Error
50.27557,WLP,INPUT,0,Margin of Error
50.29478,WLP,INPUT,0,Margin of Error
50.31525,WLP,INPUT,0,Margin of Error
50.33532,WLP,INPUT,0,Margin of Error
50.355,WLP,INPUT,0,Margin of Error
50.37379,WLP,INPUT,0,Margin of Error
50.39578,WLP,INPUT,0,Margin of Error
50.41394,WLP,INPUT,0,Margin of Error
50.43398,WLP,INPUT,0,Margin of Error
50.4554,WLP,INPUT,0,Margin of Error
50.47479,WLP,INPUT,0,Margin of Error
50.49534,WLP,INPUT,0,Margin of Error
50.51482,WLP,INPUT,0,Margin of Error
50.53532,WLP,INPUT,0,Margin of Error
50.55552,WLP,INPUT,0,Margin of Error
50.57529,WLP,INPUT,0,Margin of Error
50.59591,WLP,INPUT,0,Margin of Error
50.61532,WLP,INPUT,0,Margin of Error
50.63588,WLP,INPUT,0,Margin of Error
50.65552,WLP,INPUT,0,Margin of Error
50.67434,WLP,INPUT,0,Margin of Error
50.69486,WLP,INPUT,0,Margin of Error
50.7149,WLP,INPUT,0,Margin of Error
50.73486,WLP,INPUT,0,Margin of Error
50.75585,WLP,INPUT,0,Margin of Error
50.77483,WLP,INPUT,0,Margin of Error
50.79488,WLP,INPUT,0,Margin of Error
50.81534,WLP,INPUT,0,Margin of Error
50.83584,WLP,INPUT,0,Margin of Error
50.85537,WLP,INPUT,0,Margin of Error
50.8759,WLP,INPUT,0,Margin of Error
50.89536,WLP,INPUT,0,Margin of Error
50.91585,WLP,INPUT,0,Margin of Error
50.93486,WLP,INPUT,0,Margin of Error
50.95486,WLP,INPUT,0,Margin of Error
50.97509,WLP,INPUT,0,Margin of Error
50.99387,WLP,INPUT,0,Margin of Error
51.01402,WLP,INPUT,0,Margin of Error
51.03539,WLP,INPUT,0,Margin of Error
51.05538,WLP,INPUT,0,Margin of Error
51.07588,WLP,INPUT,0,Margin of Error
51.09537,WLP,INPUT,0,Margin of Error
51.11536,WLP,INPUT,0,Margin of Error
51.13486,WLP,INPUT,0,Margin of Error
51.15534,WLP,INPUT,0,Margin of Error
51.17462,WLP,INPUT,0,Margin of Error
51.19584,WLP,INPUT,0,Margin of Error
51.21436,WLP,INPUT,0,Margin of Error
51.23487,WLP,INPUT,0,Margin of Error
51.25584,WLP,INPUT,0,Margin of Error
51.27535,WLP,INPUT,0,Margin of Error
51.29585,WLP,INPUT,0,Margin of Error
51.31535,WLP,INPUT,0,Margin of Error
51.33585,WLP,INPUT,0,Margin of Error
51.35493,WLP,INPUT,0,Margin of Error
51.3744,WLP,INPUT,0,Margin of Error
51.39537,WLP,INPUT,0,Margin of Error
51.41534,WLP,INPUT,0,Margin of Error
51.43497,WLP,INPUT,0,Margin of Error
51.45343,WLP,INPUT,0,Margin of Error
51.47511,WLP,INPUT,0,Margin of Error
51.494,WLP,INPUT,0,Margin of Error
51.51486,WLP,INPUT,0,Margin of Error
51.53387,WLP,INPUT,0,Margin of Error
51.55385,WLP,INPUT,0,Margin of Error
51.57585,WLP,INPUT,0,Margin of Error
51.59535,WLP,INPUT,0,Margin of Error
51.61485,WLP,INPUT,0,Margin of Error
51.63439,WLP,INPUT,0,Margin of Error
51.65585,WLP,INPUT,0,Margin of Error
51.67537,WLP,INPUT,0,Margin of Error
51.69467,WLP,INPUT,0,Margin of Error
51.71481,WLP,INPUT,0,Margin of Error
51.7355,WLP,INPUT,0,Margin of Error
51.75491,WLP,INPUT,0,Margin of Error
51.77529,WLP,INPUT,0,Margin of Error
51.79546,WLP,INPUT,0,Margin of Error
51.81531,WLP,INPUT,0,Margin of Error
51.8358,WLP,INPUT,0,Margin of Error
51.8548,WLP,INPUT,0,Margin of Error
51.86862,WLP,INPUT,0,Margin of Error
51.89431,WLP,INPUT,0,Margin of Error
51.91535,WLP,INPUT,0,Margin of Error
51.93582,WLP,INPUT,0,Margin of Error
51.95531,WLP,INPUT,0,Margin of Error
51.97383,WLP,INPUT,0,Margin of Error
51.99576,WLP,INPUT,0,Margin of Error
52.01579,WLP,INPUT,0,Margin of Error
52.03489,WLP,INPUT,0,Margin of Error
52.05487,WLP,INPUT,0,Margin of Error
52.07378,WLP,INPUT,0,Margin of Error
52.09576,WLP,INPUT,0,Margin of Error
52.11526,WLP,INPUT,0,Margin of Error
52.13477,WLP,INPUT,0,Margin of Error
52.15478,WLP,INPUT,0,Margin of Error
52.17479,WLP,INPUT,0,Margin of Error
52.19547,WLP,INPUT,0,Margin of Error
52.21584,WLP,INPUT,0,Margin of Error
52.23531,WLP,INPUT,0,Margin of Error
52.25565,WLP,INPUT,0,Margin of Error
52.27481,WLP,INPUT,0,Margin of Error
52.29531,WLP,INPUT,0,Margin of Error
52.31472,WLP,INPUT,0,Margin of Error
52.33524,WLP,INPUT,0,Margin of Error
52.35525,WLP,INPUT,0,Margin of Error
52.37476,WLP,INPUT,0,Margin of Error
52.39523,WLP,INPUT,0,Margin of Error
52.41523,WLP,INPUT,0,Margin of Error
52.43542,WLP,INPUT,0,Margin of Error
52.45574,WLP,INPUT,0,Margin of Error
52.47378,WLP,INPUT,0,Margin of Error
52.49476,WLP,INPUT,0,Margin of Error
52.51479,WLP,INPUT,0,Margin of Error
52.53583,WLP,INPUT,0,Margin of Error
52.55526,WLP,INPUT,0,Margin of Error
52.57535,WLP,INPUT,0,Margin of Error
52.59406,WLP,INPUT,0,Margin of Error
52.61376,WLP,INPUT,0,Margin of Error
52.63529,WLP,INPUT,0,Margin of Error
52.65576,WLP,INPUT,0,Margin of Error
52.67577,WLP,INPUT,0,Margin of Error
52.6948,WLP,INPUT,0,Margin of Error
52.71531,WLP,INPUT,0,Margin of Error
52.73448,WLP,INPUT,0,Margin of Error
52.75528,WLP,INPUT,0,Margin of Error
52.77519,WLP,INPUT,0,Margin of Error
52.79478,WLP,INPUT,0,Margin of Error
52.81472,WLP,INPUT,0,Margin of Error
52.83475,WLP,INPUT,0,Margin of Error
52.85521,WLP,INPUT,0,Margin of Error
52.87476,WLP,INPUT,0,Margin of Error
52.89573,WLP,INPUT,0,Margin of Error
52.91473,WLP,INPUT,0,Margin of Error
52.93578,WLP,INPUT,0,Margin of Error
52.95541,WLP,INPUT,0,Margin of Error
52.97515,WLP,INPUT,0,Margin of Error
52.99526,WLP,INPUT,0,Margin of Error
53.01524,WLP,INPUT,0,Margin of Error
53.03374,WLP,INPUT,0,Margin of Error
53.05525,WLP,INPUT,0,Margin of Error
53.07526,WLP,INPUT,0,Margin of Error
53.09576,WLP,INPUT,0,Margin of Error
53.11525,WLP,INPUT,0,Margin of Error
53.13527,WLP,INPUT,0,Margin of Error
53.15551,WLP,INPUT,0,Margin of Error
53.17432,WLP,INPUT,0,Margin of Error
53.19479,WLP,INPUT,0,Margin of Error
53.2145,WLP,INPUT,0,Margin of Error
53.23557,WLP,INPUT,0,Margin of Error
53.25461,WLP,INPUT,0,Margin of Error
53.27468,WLP,INPUT,0,Margin of Error
53.2958,WLP,INPUT,0,Margin of Error
53.31451,WLP,INPUT,0,Margin of Error
53.33481,WLP,INPUT,0,Margin of Error
53.35532,WLP,INPUT,0,Margin of Error
53.37384,WLP,INPUT,0,Margin of Error
53.39532,WLP,INPUT,0,Margin of Error
53.41545,WLP,INPUT,0,Margin of Error
53.43554,WLP,INPUT,0,Margin of Error
53.45541,WLP,INPUT,0,Margin of Error
53.4749,WLP,INPUT,0,Margin of Error
53.49538,WLP,INPUT,0,Margin of Error
53.51421,WLP,INPUT,0,Margin of Error
53.53587,WLP,INPUT,0,Margin of Error
53.55486,WLP,INPUT,0,Margin of Error
53.57542,WLP,INPUT,0,Margin of Error
53.59531,WLP,INPUT,0,Margin of Error
53.61531,WLP,INPUT,0,Margin of Error
53.63533,WLP,INPUT,0,Margin of Error
53.65383,WLP,INPUT,0,Margin of Error
53.67485,WLP,INPUT,0,Margin of Error
53.69562,WLP,INPUT,0,Margin of Error
53.71505,WLP,INPUT,0,Margin of Error
53.73483,WLP,INPUT,0,Margin of Error
53.75483,WLP,INPUT,0,Margin of Error
53.77479,WLP,INPUT,0,Margin of Error
53.79579,WLP,INPUT,0,Margin of Error
53.81546,WLP,INPUT,0,Margin of Error
53.8348,WLP,INPUT,0,Margin of Error
53.85482,WLP,INPUT,0,Margin of Error
53.8758,WLP,INPUT,0,Margin of Error
53.89548,WLP,INPUT,0,Margin of Error
53.9158,WLP,INPUT,0,Margin of Error
53.93482,WLP,INPUT,0,Margin of Error
53.95579,WLP,INPUT,0,Margin of Error
53.97465,WLP,INPUT,0,Margin of Error
53.99472,WLP,INPUT,0,Margin of Error
54.01529,WLP,INPUT,0,Margin of Error
54.03527,WLP,INPUT,0,Margin of Error
54.0537,WLP,INPUT,0,Margin of Error
54.07333,WLP,INPUT,0,Margin of Error
54.09368,WLP,INPUT,0,Margin of Error
54.1152,WLP,INPUT,0,Margin of Error
54.13585,WLP,INPUT,0,Margin of Error
54.15471,WLP,INPUT,0,Margin of Error
54.17442,WLP,INPUT,0,Margin of Error
54.1942,WLP,INPUT,0,Margin of Error
54.21234,WLP,INPUT,0,Margin of Error
54.23469,WLP,INPUT,0,Margin of Error
54.25529,WLP,INPUT,0,Margin of Error
54.2757,WLP,INPUT,0,Margin of Error
54.29574,WLP,INPUT,0,Margin of Error
54.3152,WLP,INPUT,0,Margin of Error
54.33422,WLP,INPUT,0,Margin of Error
54.35526,WLP,INPUT,0,Margin of Error
54.37575,WLP,INPUT,0,Margin of Error
54.39476,WLP,INPUT,0,Margin of Error
54.41521,WLP,INPUT,0,Margin of Error
54.43437,WLP,INPUT,0,Margin of Error
54.45525,WLP,INPUT,0,Margin of Error
54.47536,WLP,INPUT,0,Margin of Error
54.49477,WLP,INPUT,0,Margin of Error
54.51576,WLP,INPUT,0,Margin of Error
54.53525,WLP,INPUT,0,Margin of Error
54.55476,WLP,INPUT,0,Margin of Error
54.57375,WLP,INPUT,0,Margin of Error
54.5938,WLP,INPUT,0,Margin of Error
54.61575,WLP,INPUT,0,Margin of Error
54.63381,WLP,INPUT,0,Margin of Error
54.65428,WLP,INPUT,0,Margin of Error
54.67381,WLP,INPUT,0,Margin of Error
54.69578,WLP,INPUT,0,Margin of Error
54.7153,WLP,INPUT,0,Margin of Error
54.73478,WLP,INPUT,0,Margin of Error
54.7538,WLP,INPUT,0,Margin of Error
54.77581,WLP,INPUT,0,Margin of Error
54.79579,WLP,INPUT,0,Margin of Error
54.81429,WLP,INPUT,0,Margin of Error
54.83384,WLP,INPUT,0,Margin of Error
54.8543,WLP,INPUT,0,Margin of Error
54.87483,WLP,INPUT,0,Margin of Error
54.89483,WLP,INPUT,0,Margin of Error
54.91432,WLP,INPUT,0,Margin of Error
54.93485,WLP,INPUT,0,Margin of Error
54.95434,WLP,INPUT,0,Margin of Error
54.97558,WLP,INPUT,0,Margin of Error
54.99458,WLP,INPUT,0,Margin of Error
55.01494,WLP,INPUT,0,Margin of Error
55.03586,WLP,INPUT,0,Margin of Error
55.05509,WLP,INPUT,0,Margin of Error
55.07452,WLP,INPUT,0,Margin of Error
55.09532,WLP,INPUT,0,Margin of Error
55.11399,WLP,INPUT,0,Margin of Error
55.13372,WLP,INPUT,0,Margin of Error
55.15431,WLP,INPUT,0,Margin of Error
55.17531,WLP,INPUT,0,Margin of Error
55.19475,WLP,INPUT,0,Margin of Error
55.21576,WLP,INPUT,0,Margin of Error
55.23489,WLP,INPUT,0,Margin of Error
55.25576,WLP,INPUT,0,Margin of Error
55.27428,WLP,INPUT,0,Margin of Error
55.29438,WLP,INPUT,0,Margin of Error
55.31427,WLP,INPUT,0,Margin of Error
55.33454,WLP,INPUT,0,Margin of Error
55.35528,WLP,INPUT,0,Margin of Error
55.37444,WLP,INPUT,0,Margin of Error
55.39453,WLP,INPUT,0,Margin of Error
55.41484,WLP,INPUT,0,Margin of Error
55.43479,WLP,INPUT,0,Margin of Error
55.45447,WLP,INPUT,0,Margin of Error
55.47524,WLP,INPUT,0,Margin of Error
55.49506,WLP,INPUT,0,Margin of Error
55.5148,WLP,INPUT,0,Margin of Error
55.53483,WLP,INPUT,0,Margin of Error
55.55584,WLP,INPUT,0,Margin of Error
55.57582,WLP,INPUT,0,Margin of Error
55.59486,WLP,INPUT,0,Margin of Error
55.61531,WLP,INPUT,0,Margin of Error
55.63381,WLP,INPUT,0,Margin of Error
55.65581,WLP,INPUT,0,Margin of Error
55.67388,WLP,INPUT,0,Margin of Error
55.69384,WLP,INPUT,0,Margin of Error
55.71485,WLP,INPUT,0,Margin of Error
55.73524,WLP,INPUT,0,Margin of Error
55.7541,WLP,INPUT,0,Margin of Error
55.77499,WLP,INPUT,0,Margin of Error
55.79404,WLP,INPUT,0,Margin of Error
55.81443,WLP,INPUT,0,Margin of Error
55.83551,WLP,INPUT,0,Margin of Error
55.85552,WLP,INPUT,0,Margin of Error
55.87496,WLP,INPUT,0,Margin of Error
55.89476,WLP,INPUT,0,Margin of Error
55.90536,WLP,INPUT,0,Margin of Error
55.9345,WLP,INPUT,0,Margin of Error
55.95485,WLP,INPUT,0,Margin of Error
55.97484,WLP,INPUT,0,Margin of Error
55.99533,WLP,INPUT,0,Margin of Error
56.01491,WLP,INPUT,0,Margin of Error
56.03534,WLP,INPUT,0,Margin of Error
56.05585,WLP,INPUT,0,Margin of Error
56.07556,WLP,INPUT,0,Margin of Error
56.0926,WLP,INPUT,0,Margin of Error
56.11533,WLP,INPUT,0,Margin of Error
56.13484,WLP,INPUT,0,Margin of Error
56.15384,WLP,INPUT,0,Margin of Error
56.17516,WLP,INPUT,0,Margin of Error
56.19534,WLP,INPUT,0,Margin of Error
56.21509,WLP,INPUT,0,Margin of Error
56.23485,WLP,INPUT,0,Margin of Error
56.25535,WLP,INPUT,0,Margin of Error
56.27409,WLP,INPUT,0,Margin of Error
56.29384,WLP,INPUT,0,Margin of Error
56.30757,WLP,INPUT,0,Margin of Error
56.33501,WLP,INPUT,0,Margin of Error
56.35405,WLP,INPUT,0,Margin of Error
56.37533,WLP,INPUT,0,Margin of Error
56.39486,WLP,INPUT,0,Margin of Error
56.41538,WLP,INPUT,0,Margin of Error
56.4358,WLP,INPUT,0,Margin of Error
56.4553,WLP,INPUT,0,Margin of Error
56.47528,WLP,INPUT,0,Margin of Error
56.4953,WLP,INPUT,0,Margin of Error
56.51542,WLP,INPUT,0,Margin of Error
56.5348,WLP,INPUT,0,Margin of Error
56.5545,WLP,INPUT,0,Margin of Error
56.57529,WLP,INPUT,0,Margin of Error
56.59478,WLP,INPUT,0,Margin of Error
56.61478,WLP,INPUT,0,Margin of Error
56.63579,WLP,INPUT,0,Margin of Error
56.65532,WLP,INPUT,0,Margin of Error
56.67582,WLP,INPUT,0,Margin of Error
56.69481,WLP,INPUT,0,Margin of Error
56.7095,WLP,INPUT,0,Margin of Error
56.73484,WLP,INPUT,0,Margin of Error
56.75582,WLP,INPUT,0,Margin of Error
56.7753,WLP,INPUT,0,Margin of Error
56.79483,WLP,INPUT,0,Margin of Error
56.81532,WLP,INPUT,0,Margin of Error
56.83582,WLP,INPUT,0,Margin of Error
56.85432,WLP,INPUT,0,Margin of Error
56.87532,WLP,INPUT,0,Margin of Error
56.89434,WLP,INPUT,0,Margin of Error
56.91576,WLP,INPUT,0,Margin of Error
56.93478,WLP,INPUT,0,Margin of Error
56.95527,WLP,INPUT,0,Margin of Error
56.97577,WLP,INPUT,0,Margin of Error
56.99529,WLP,INPUT,0,Margin of Error
57.0146,WLP,INPUT,0,Margin of Error
57.03577,WLP,INPUT,0,Margin of Error
57.05478,WLP,INPUT,0,Margin of Error
57.07454,WLP,INPUT,0,Margin of Error
57.0943,WLP,INPUT,0,Margin of Error
57.11529,WLP,INPUT,0,Margin of Error
57.13581,WLP,INPUT,0,Margin of Error
57.1553,WLP,INPUT,0,Margin of Error
57.17431,WLP,INPUT,0,Margin of Error
57.1958,WLP,INPUT,0,Margin of Error
57.21532,WLP,INPUT,0,Margin of Error
57.23529,WLP,INPUT,0,Margin of Error
57.25478,WLP,INPUT,0,Margin of Error
57.27346,WLP,INPUT,0,Margin of Error
57.29461,WLP,INPUT,0,Margin of Error
57.31242,WLP,INPUT,0,Margin of Error
57.33581,WLP,INPUT,0,Margin of Error
57.35382,WLP,INPUT,0,Margin of Error
57.37532,WLP,INPUT,0,Margin of Error
57.39401,WLP,INPUT,0,Margin of Error
57.41385,WLP,INPUT,0,Margin of Error
57.43483,WLP,INPUT,0,Margin of Error
57.45485,WLP,INPUT,0,Margin of Error
57.47401,WLP,INPUT,0,Margin of Error
57.49551,WLP,INPUT,0,Margin of Error
57.51535,WLP,INPUT,0,Margin of Error
57.53434,WLP,INPUT,0,Margin of Error
57.55532,WLP,INPUT,0,Margin of Error
57.57579,WLP,INPUT,0,Margin of Error
57.59489,WLP,INPUT,0,Margin of Error
57.61482,WLP,INPUT,0,Margin of Error
57.63583,WLP,INPUT,0,Margin of Error
57.6558,WLP,INPUT,0,Margin of Error
57.67579,WLP,INPUT,0,Margin of Error
57.6953,WLP,INPUT,0,Margin of Error
57.71395,WLP,INPUT,0,Margin of Error
57.73432,WLP,INPUT,0,Margin of Error
57.75484,WLP,INPUT,0,Margin of Error
57.77433,WLP,INPUT,0,Margin of Error
57.7953,WLP,INPUT,0,Margin of Error
57.81532,WLP,INPUT,0,Margin of Error
57.83581,WLP,INPUT,0,Margin of Error
57.8554,WLP,INPUT,0,Margin of Error
57.87469,WLP,INPUT,0,Margin of Error
57.89577,WLP,INPUT,0,Margin of Error
57.9152,WLP,INPUT,0,Margin of Error
57.93472,WLP,INPUT,0,Margin of Error
57.95568,WLP,INPUT,0,Margin of Error
57.97519,WLP,INPUT,0,Margin of Error
57.99583,WLP,INPUT,0,Margin of Error
58.01484,WLP,INPUT,0,Margin of Error
58.03533,WLP,INPUT,0,Margin of Error
58.05434,WLP,INPUT,0,Margin of Error
58.07537,WLP,INPUT,0,Margin of Error
58.09583,WLP,INPUT,0,Margin of Error
58.11439,WLP,INPUT,0,Margin of Error
58.13453,WLP,INPUT,0,Margin of Error
58.15486,WLP,INPUT,0,Margin of Error
58.17585,WLP,INPUT,0,Margin of Error
58.19487,WLP,INPUT,0,Margin of Error
58.21482,WLP,INPUT,0,Margin of Error
58.23334,WLP,INPUT,0,Margin of Error
58.25483,WLP,INPUT,0,Margin of Error
58.27447,WLP,INPUT,0,Margin of Error
58.29545,WLP,INPUT,0,Margin of Error
58.31492,WLP,INPUT,0,Margin of Error
58.31794,WLP,INPUT,0,Margin of Error
58.35456,WLP,INPUT,0,Margin of Error
58.37513,WLP,INPUT,0,Margin of Error
58.39485,WLP,INPUT,0,Margin of Error
58.4152,WLP,INPUT,0,Margin of Error
58.43449,WLP,INPUT,0,Margin of Error
58.45446,WLP,INPUT,0,Margin of Error
58.47457,WLP,INPUT,0,Margin of Error
58.49456,WLP,INPUT,0,Margin of Error
58.51406,WLP,INPUT,0,Margin of Error
58.53389,WLP,INPUT,0,Margin of Error
58.55573,WLP,INPUT,0,Margin of Error
58.57585,WLP,INPUT,0,Margin of Error
58.5957,WLP,INPUT,0,Margin of Error
58.61522,WLP,INPUT,0,Margin of Error
58.63581,WLP,INPUT,0,Margin of Error
58.65536,WLP,INPUT,0,Margin of Error
58.67553,WLP,INPUT,0,Margin of Error
58.69485,WLP,INPUT,0,Margin of Error
58.71587,WLP,INPUT,0,Margin of Error
58.73584,WLP,INPUT,0,Margin of Error
58.75515,WLP,INPUT,0,Margin of Error
58.77586,WLP,INPUT,0,Margin of Error
58.79489,WLP,INPUT,0,Margin of Error
58.81522,WLP,INPUT,0,Margin of Error
58.83524,WLP,INPUT,0,Margin of Error
58.8539,WLP,INPUT,0,Margin of Error
58.87505,WLP,INPUT,0,Margin of Error
58.894,WLP,INPUT,0,Margin of Error
58.91499,WLP,INPUT,0,Margin of Error
58.93583,WLP,INPUT,0,Margin of Error
58.95505,WLP,INPUT,0,Margin of Error
58.97566,WLP,INPUT,0,Margin of Error
58.99536,WLP,INPUT,0,Margin of Error
59.01434,WLP,INPUT,0,Margin of Error
59.03535,WLP,INPUT,0,Margin of Error
59.05534,WLP,INPUT,0,Margin of Error
59.07491,WLP,INPUT,0,Margin of Error
59.09442,WLP,INPUT,0,Margin of Error
59.11437,WLP,INPUT,0,Margin of Error
59.13571,WLP,INPUT,0,Margin of Error
59.15569,WLP,INPUT,0,Margin of Error
59.17466,WLP,INPUT,0,Margin of Error
59.19419,WLP,INPUT,0,Margin of Error
59.21469,WLP,INPUT,0,Margin of Error
59.23568,WLP,INPUT,0,Margin of Error
59.25469,WLP,INPUT,0,Margin of Error
59.27468,WLP,INPUT,0,Margin of Error
59.2952,WLP,INPUT,0,Margin of Error
59.3147,WLP,INPUT,0,Margin of Error
59.33588,WLP,INPUT,0,Margin of Error
59.35477,WLP,INPUT,0,Margin of Error
59.37405,WLP,INPUT,0,Margin of Error
59.39573,WLP,INPUT,0,Margin of Error
59.41373,WLP,INPUT,0,Margin of Error
59.43475,WLP,INPUT,0,Margin of Error
59.45472,WLP,INPUT,0,Margin of Error
59.47473,WLP,INPUT,0,Margin of Error
59.49473,WLP,INPUT,0,Margin of Error
59.51532,WLP,INPUT,0,Margin of Error
59.53497,WLP,INPUT,0,Margin of Error
59.55527,WLP,INPUT,0,Margin of Error
59.57536,WLP,INPUT,0,Margin of Error
59.59555,WLP,INPUT,0,Margin of Error
59.61477,WLP,INPUT,0,Margin of Error
59.63428,WLP,INPUT,0,Margin of Error
59.65476,WLP,INPUT,0,Margin of Error
59.67527,WLP,INPUT,0,Margin of Error
59.69476,WLP,INPUT,0,Margin of Error
59.71494,WLP,INPUT,0,Margin of Error
59.73281,WLP,INPUT,0,Margin of Error
59.75483,WLP,INPUT,0,Margin of Error
59.77582,WLP,INPUT,0,Margin of Error
59.7948,WLP,INPUT,0,Margin of Error
59.81366,WLP,INPUT,0,Margin of Error
59.83482,WLP,INPUT,0,Margin of Error
59.85494,WLP,INPUT,0,Margin of Error
59.87533,WLP,INPUT,0,Margin of Error
59.89481,WLP,INPUT,0,Margin of Error
59.91383,WLP,INPUT,0,Margin of Error
59.93291,WLP,INPUT,0,Margin of Error
59.95491,WLP,INPUT,0,Margin of Error
59.97585,WLP,INPUT,0,Margin of Error
59.99533,WLP,INPUT,0,Margin of Error
60.01585,WLP,INPUT,0,Margin of Error
60.03539,WLP,INPUT,0,Margin of Error
60.05586,WLP,INPUT,0,Margin of Error
60.07492,WLP,INPUT,0,Margin of Error
60.09538,WLP,INPUT,0,Margin of Error
60.11496,WLP,INPUT,0,Margin of Error
60.13498,WLP,INPUT,0,Margin of Error
60.15535,WLP,INPUT,0,Margin of Error
60.17537,WLP,INPUT,0,Margin of Error
60.19536,WLP,INPUT,0,Margin of Error
60.2146,WLP,INPUT,0,Margin of Error
60.23587,WLP,INPUT,0,Margin of Error
60.25536,WLP,INPUT,0,Margin of Error
60.27363,WLP,INPUT,0,Margin of Error
60.29549,WLP,INPUT,0,Margin of Error
60.31588,WLP,INPUT,0,Margin of Error
60.33437,WLP,INPUT,0,Margin of Error
60.3446,WLP,INPUT,0,Margin of Error
60.37548,WLP,INPUT,0,Margin of Error
60.39489,WLP,INPUT,0,Margin of Error
60.41541,WLP,INPUT,0,Margin of Error
60.43489,WLP,INPUT,0,Margin of Error
60.45584,WLP,INPUT,0,Margin of Error
60.47534,WLP,INPUT,0,Margin of Error
60.49585,WLP,INPUT,0,Margin of Error
60.51536,WLP,INPUT,0,Margin of Error
60.53585,WLP,INPUT,0,Margin of Error
60.55534,WLP,INPUT,0,Margin of Error
60.57586,WLP,INPUT,0,Margin of Error
60.5941,WLP,INPUT,0,Margin of Error
60.61519,WLP,INPUT,0,Margin of Error
60.63589,WLP,INPUT,0,Margin of Error
60.6552,WLP,INPUT,0,Margin of Error
60.67473,WLP,INPUT,0,Margin of Error
60.69473,WLP,INPUT,0,Margin of Error
60.71435,WLP,INPUT,0,Margin of Error
60.73378,WLP,INPUT,0,Margin of Error
60.75577,WLP,INPUT,0,Margin of Error
60.77481,WLP,INPUT,0,Margin of Error
60.79451,WLP,INPUT,0,Margin of Error
60.81475,WLP,INPUT,0,Margin of Error
60.83537,WLP,INPUT,0,Margin of Error
60.85474,WLP,INPUT,0,Margin of Error
60.87534,WLP,INPUT,0,Margin of Error
60.89525,WLP,INPUT,0,Margin of Error
60.91581,WLP,INPUT,0,Margin of Error
60.9353,WLP,INPUT,0,Margin of Error
60.93728,WLP,INPUT,0,Margin of Error
60.97476,WLP,INPUT,0,Margin of Error
60.99476,WLP,INPUT,0,Margin of Error
61.0158,WLP,INPUT,0,Margin of Error
61.03478,WLP,INPUT,0,Margin of Error
61.05479,WLP,INPUT,0,Margin of Error
61.07476,WLP,INPUT,0,Margin of Error
61.09391,WLP,INPUT,0,Margin of Error
61.11478,WLP,INPUT,0,Margin of Error
61.13488,WLP,INPUT,0,Margin of Error
61.15479,WLP,INPUT,0,Margin of Error
61.17527,WLP,INPUT,0,Margin of Error
61.19487,WLP,INPUT,0,Margin of Error
61.21529,WLP,INPUT,0,Margin of Error
61.23529,WLP,INPUT,0,Margin of Error
61.25529,WLP,INPUT,0,Margin of Error
61.27479,WLP,INPUT,0,Margin of Error
61.29582,WLP,INPUT,0,Margin of Error
61.31581,WLP,INPUT,0,Margin of Error
61.33533,WLP,INPUT,0,Margin of Error
61.34903,WLP,INPUT,0,Margin of Error
61.37484,WLP,INPUT,0,Margin of Error
61.39544,WLP,INPUT,0,Margin of Error
61.41534,WLP,INPUT,0,Margin of Error
61.43537,WLP,INPUT,0,Margin of Error
61.45532,WLP,INPUT,0,Margin of Error
61.47583,WLP,INPUT,0,Margin of Error
61.49513,WLP,INPUT,0,Margin of Error
61.51385,WLP,INPUT,0,Margin of Error
61.53537,WLP,INPUT,0,Margin of Error
61.55384,WLP,INPUT,0,Margin of Error
61.57393,WLP,INPUT,0,Margin of Error
61.59386,WLP,INPUT,0,Margin of Error
61.61492,WLP,INPUT,0,Margin of Error
